date,corridor,target_source_quote_date,signal_id,signal_name,rate,ret_1,ret_5,abs_ret1_q80_prev60,abs_ret5_q80_prev60,rate_lag_5,range_5,range_6,event_gap_days,good,future_regret_bps,centered_benefit_bps,signal_magnitude_bps
2025-10-23,AMD_RUB,2025-10-23,M01,Заметное изменение за пять обновлений,0.213471,0.003827760195996177,0.03615130349524076,0.01004953789724099,0.02474445113491304,0.206023,0.03171760405077082,0.03538222670183134,9.0,False,331.80150933850524,-139.2684892914249,361.5130349524076
2025-10-23,KGS_RUB,2025-10-23,M01,Заметное изменение за пять обновлений,0.933732,0.0037786881985601983,0.035716979541491556,0.010240958264263392,0.02446281022123094,0.901532,0.03178492936586255,0.03496068189977648,9.0,False,326.98890045537695,-134.11477411477236,357.16979541491554
2025-10-23,KZT_RUB,2025-10-23,M01,Заметное изменение за пять обновлений,0.151617,0.00295693589998014,0.035854586695270196,0.012403614012541997,0.025405031874990085,0.146369,0.03409936045405495,0.03559926770275146,7.0,False,319.29137233951417,-105.9296009659141,358.54586695270194
2025-10-23,TJS_RUB,2025-10-23,M01,Заметное изменение за пять обновлений,8.86464,0.003778618477297213,0.039899020707324206,0.011078864979257032,0.023794225300906472,8.52452,0.03393046824068971,0.03894866544823246,7.0,False,436.1147209587751,-181.08759312191745,398.99020707324206
2025-10-27,UZS_RUB,2025-10-25,M03,Возвращение к уровню пяти обновлений назад,0.00667566,-0.005966588889070867,0.0024597253757163706,0.010924558046806813,0.02319029846722232,0.00665928,0.01822511425796137,0.020695357051341987,35.0,False,235.6920514226305,13.226758444001858,24.597253757163706
2025-10-28,AMD_RUB,2025-10-28,M01,Заметное изменение за пять обновлений,0.206388,-0.02364394993045893,-0.028387424794508953,0.009818958203834428,0.026033693292721295,0.212418,0.033525883515659646,0.03349553818434608,5.0,True,0.0,227.96429338013388,283.8742479450895
2025-10-28,KGS_RUB,2025-10-28,M01,Заметное изменение за пять обновлений,0.9032,-0.02453248948337594,-0.02917213061891344,0.009703212893282532,0.026203029953408,0.93034,0.03302624792747638,0.03299137504403245,5.0,True,0.0,227.8509134160757,291.7213061891344
2025-10-28,KZT_RUB,2025-10-28,M01,Заметное изменение за пять обновлений,0.146776,-0.024575674202852338,-0.032439665912971316,0.011553066498579859,0.02767664037393096,0.151697,0.032232677183179695,0.03271060651885635,5.0,True,0.0,297.7566110252502,324.39665912971316
2025-10-28,TJS_RUB,2025-10-28,M01,Заметное изменение за пять обновлений,8.47804,-0.031580294042727663,-0.03967577033429959,0.010240147966703052,0.023969455300974968,8.82831,0.04421808000201298,0.04414631240500716,5.0,True,0.0,290.07260895843194,396.75770334299585
2025-10-28,UZS_RUB,2025-10-28,M01,Заметное изменение за пять обновлений,0.00651832,-0.023569205142263017,-0.02990219131925631,0.010924558046806813,0.02319029846722232,0.00671924,0.041851016300687584,0.04182121917942228,6.0,True,0.0,271.7221549552925,299.0219131925631
