corridor,date,rate_t,good_day_candidate,window_closing_candidate,positive_market_fact_candidate,suppressed_by_priority,suppressed_by_cooldown,deferred_1d,final_push,final_push_type,final_push_reason
AMD_RUB,2025-09-15,0.220043,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-16,0.21683,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-17,0.216214,False,False,True,False,False,False,True,positive_market_fact,POSITIVE_MARKET_FACT
AMD_RUB,2025-09-18,0.216741,False,False,True,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-19,0.217393,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-09-22,0.218337,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-23,0.219112,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-24,0.217711,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-09-25,0.219459,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-09-26,0.218027,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-09-29,0.218473,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-09-30,0.216506,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-01,0.215958,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-02,0.21293,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-03,0.211323,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-06,0.213964,False,False,True,False,False,False,True,positive_market_fact,POSITIVE_MARKET_FACT
AMD_RUB,2025-10-07,0.216948,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-08,0.214136,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-09,0.213058,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-10-10,0.21281,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-13,0.212161,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-14,0.211346,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-10-15,0.208895,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-16,0.206023,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-17,0.206766,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-20,0.211672,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-21,0.212418,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-22,0.212657,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-23,0.213471,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-24,0.212446,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-27,0.211386,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-10-28,0.206388,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-10-29,0.20852,False,True,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-30,0.207703,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-10-31,0.210346,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-03,0.211384,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-04,0.211384,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-05,0.211384,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-06,0.212219,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-07,0.21276,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-11-10,0.212333,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-11-11,0.211738,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-12,0.212685,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-13,0.212738,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-14,0.210843,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-17,0.212309,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-11-18,0.212539,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-19,0.21218,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-20,0.212192,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-21,0.211313,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-24,0.207082,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-11-25,0.206814,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-26,0.20708,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-27,0.206219,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-11-28,0.205344,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-01,0.205092,False,False,True,False,False,False,True,positive_market_fact,POSITIVE_MARKET_FACT
AMD_RUB,2025-12-02,0.203842,False,False,True,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-03,0.203187,False,False,True,False,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-04,0.204501,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-12-05,0.201949,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-08,0.199459,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-09,0.202525,False,True,False,False,False,False,True,window_closing,WINDOW_CLOSING
AMD_RUB,2025-12-10,0.201248,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-11,0.204022,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-12,0.207783,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-15,0.208842,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-16,0.208146,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-17,0.208063,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-18,0.210658,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-19,0.209777,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-22,0.211608,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2025-12-23,0.207902,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-12-24,0.205963,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-25,0.205623,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-26,0.204148,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-29,0.203666,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2025-12-30,0.203027,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2025-12-31,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-01,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-02,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-05,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-06,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-07,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-08,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-09,0.205126,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-01-12,0.205126,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-01-13,0.20672,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-14,0.207055,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-15,0.206587,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-16,0.206969,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-19,0.20483,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-01-20,0.205227,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-21,0.205229,True,False,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-22,0.204452,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-23,0.200586,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-26,0.200292,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-01-27,0.200628,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-28,0.202059,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-29,0.201304,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-01-30,0.200541,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-02-02,0.200012,True,False,True,True,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-02-03,0.203209,False,True,False,False,True,False,False,none,COOLDOWN
AMD_RUB,2026-02-04,0.203419,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-05,0.203326,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-06,0.202514,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-09,0.204008,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-10,0.20544,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-11,0.204322,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-12,0.205199,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-13,0.204434,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-02-16,0.204792,False,False,False,False,False,False,False,none,NO_CANDIDATE
AMD_RUB,2026-02-17,0.202876,True,False,True,True,True,False,False,none,COOLDOWN
AMD_RUB,2026-02-18,0.203643,True,False,False,False,False,False,True,good_day,GOOD_DAY
AMD_RUB,2026-02-19,0.201627,True,False,True,True,True,False,False,none,COOLDOWN
