corridor,date,rate_t,favourability_percentile_90,past_best_5,past_advantage_5,predicted_rate_h1,predicted_rate_h2,predicted_rate_h3,predicted_rate_h4,predicted_rate_h5,predicted_future_best_5,predicted_regret_5,actual_future_best_5,actual_regret_5
UZS_RUB,2025-11-21,0.00677798,0.21111111111111114,0.00673226,-0.006791181564586032,0.0067720909054469,0.0067724960798389,0.0067764015475554,0.0067827521634954,0.0067837236367619,0.0067720909054469,0.0008688568796455531,0.00658414,0.028598490995842517
UZS_RUB,2025-11-22,0.00663255,0.5111111111111111,0.00673861,0.015739150952496114,0.0066175968061743,0.0066217316889361,0.0066289464059819,0.0066258810479763,0.0066291528539228,0.0066175968061743,0.0022545165623629104,0.00657254,0.009047802127386918
UZS_RUB,2025-11-25,0.0065924,0.5444444444444445,0.00663255,0.006053478677130226,0.006589815436729,0.0065883501432557,0.0065887304342321,0.0065841141734131,0.0065851413724511,0.0065841141734131,0.0012568755820186667,0.00650725,0.012916388568654812
UZS_RUB,2025-11-26,0.00658654,0.5555555555555556,0.0065924,0.0008889023724288412,0.006582801342801,0.0065816754291572,0.0065825571203964,0.0065818482148966,0.0065828639837522,0.0065816754291572,0.0007385624080018295,0.00650725,0.012038186969182619
UZS_RUB,2025-11-27,0.00658414,0.5666666666666667,0.00658654,0.00036437947693333556,0.0065806620349897,0.0065799977892412,0.0065800395413163,0.0065773316863646,0.0065764792357743,0.0065764792357743,0.001163517820960626,0.00650725,0.011678062738641585
UZS_RUB,2025-11-28,0.00658584,0.5666666666666667,0.00658414,-0.00025819621089471253,0.0065795929118271,0.0065766710216766,0.0065811340292603,0.0065775486124273,0.0065793009717777,0.0065766710216766,0.0013922260977187561,0.00646141,0.018893565589203506
UZS_RUB,2025-11-29,0.00657254,0.6111111111111112,0.00658414,0.0017618094390458939,0.0065695823616635,0.0065676279106708,0.0065695854094114,0.0065651341752255,0.0065684550035218,0.0065651341752255,0.001126782761991532,0.00636063,0.03224172085677684
UZS_RUB,2025-12-02,0.00650725,0.7222222222222222,0.00657254,0.009933754682360239,0.0064978185849689,0.0064994348167531,0.0065036278317694,0.0064962605384381,0.0065008445087049,0.0064962605384381,0.0016888027295555146,0.00636063,0.022531791463367794
UZS_RUB,2025-12-03,0.00651193,0.7,0.00650725,-0.0007191978178185811,0.0065094155938063,0.0065055796944934,0.0065072768423103,0.0065037396365236,0.0065027283577254,0.0065027283577254,0.001413043794174718,0.00636063,0.02323427923825963
UZS_RUB,2025-12-04,0.00656141,0.6444444444444444,0.00650725,-0.008323024319028798,0.0065636799340969,0.0065605208992201,0.0065573236970642,0.0065593929710892,0.0065581614692313,0.0065573236970642,0.0006227781735633159,0.00636063,0.030600130154951485
UZS_RUB,2025-12-05,0.00646141,0.8,0.00650725,0.007044450420684639,0.0064466973896882,0.006451897495227,0.0064578133479539,0.0064507722345157,0.0064557397190862,0.0064466973896882,0.0022769968647400936,0.00636063,0.015597214849390454
UZS_RUB,2025-12-06,0.00636063,0.9111111111111111,0.00646141,0.015597214849390454,0.0063467653712634,0.0063500870268498,0.0063570894457086,0.006350437784036,0.0063550769766389,0.0063467653712634,0.0021797571524518524,0.00640599,0.0
UZS_RUB,2025-12-09,0.00645923,0.8,0.00636063,-0.015501609117335847,0.0064645078911686,0.0064630131180555,0.0064554101132997,0.0064576199510458,0.0064615194077638,0.0064554101132997,0.0005913842207661772,0.00640599,0.008242468529530539
UZS_RUB,2025-12-10,0.00640599,0.8666666666666667,0.00636063,-0.007131369062498584,0.00639434972408,0.0063965734619723,0.0064024241967093,0.0063958810527318,0.0064007993007276,0.00639434972408,0.0018170924275561857,0.00648993,0.0
UZS_RUB,2025-12-11,0.00648993,0.7444444444444445,0.00636063,-0.020328175039264935,0.0064998026352603,0.006498759717955,0.0064880761354114,0.0065045220769124,0.0065081724847978,0.0064880761354114,0.0002856524783163984,0.00656146,0.0
