file,rule,description,horizon_days,x_bps,corridor,rows,good_days,good_share,good_episodes,median_regret_bps
stable_80pct__h-05__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,25,KGS_RUB,270,153,0.5666666666666667,32,38.00494261938306
stable_80pct__h-05__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,25,KZT_RUB,270,159,0.5888888888888889,41,47.35984665571077
stable_80pct__h-05__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,25,TJS_RUB,270,157,0.5814814814814815,31,37.716186097377516
stable_80pct__h-05__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,25,UZS_RUB,270,153,0.5666666666666667,39,42.415738483395856
stable_80pct__h-05__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,50,AMD_RUB,270,181,0.6703703703703704,28,37.522764843164765
stable_80pct__h-05__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,50,KGS_RUB,270,180,0.6666666666666666,31,38.00494261938306
stable_80pct__h-05__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,50,KZT_RUB,270,176,0.6518518518518519,41,47.35984665571077
stable_80pct__h-05__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,50,TJS_RUB,270,176,0.6518518518518519,31,37.716186097377516
stable_80pct__h-05__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,50,UZS_RUB,270,169,0.6259259259259259,33,42.415738483395856
stable_80pct__h-05__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,100,AMD_RUB,270,213,0.7888888888888889,25,37.522764843164765
stable_80pct__h-05__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,100,KGS_RUB,270,210,0.7777777777777778,23,38.00494261938306
stable_80pct__h-05__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,100,KZT_RUB,270,210,0.7777777777777778,26,47.35984665571077
stable_80pct__h-05__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,100,TJS_RUB,270,210,0.7777777777777778,24,37.716186097377516
stable_80pct__h-05__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,5,100,UZS_RUB,270,198,0.7333333333333333,25,42.415738483395856
no_early_better__h-05__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,25,AMD_RUB,270,145,0.5370370370370371,48,37.522764843164765
no_early_better__h-05__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,25,KGS_RUB,270,144,0.5333333333333333,47,38.00494261938306
no_early_better__h-05__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,25,KZT_RUB,270,157,0.5814814814814815,50,47.35984665571077
no_early_better__h-05__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,25,TJS_RUB,270,151,0.5592592592592592,48,37.716186097377516
no_early_better__h-05__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,25,UZS_RUB,270,150,0.5555555555555556,47,42.415738483395856
no_early_better__h-05__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,50,AMD_RUB,270,179,0.662962962962963,41,37.522764843164765
no_early_better__h-05__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,50,KGS_RUB,270,180,0.6666666666666666,40,38.00494261938306
no_early_better__h-05__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,50,KZT_RUB,270,175,0.6481481481481481,49,47.35984665571077
no_early_better__h-05__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,50,TJS_RUB,270,177,0.6555555555555556,38,37.716186097377516
no_early_better__h-05__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,50,UZS_RUB,270,161,0.5962962962962963,40,42.415738483395856
no_early_better__h-05__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,100,AMD_RUB,270,225,0.8333333333333334,27,37.522764843164765
no_early_better__h-05__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,100,KGS_RUB,270,220,0.8148148148148148,28,38.00494261938306
no_early_better__h-05__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,100,KZT_RUB,270,213,0.7888888888888889,33,47.35984665571077
no_early_better__h-05__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,100,TJS_RUB,270,221,0.8185185185185185,29,37.716186097377516
no_early_better__h-05__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,5,100,UZS_RUB,270,209,0.774074074074074,31,42.415738483395856
low_p10_30_and_regret__h-05__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,25,AMD_RUB,270,22,0.08148148148148149,15,37.522764843164765
low_p10_30_and_regret__h-05__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,25,KGS_RUB,270,24,0.08888888888888889,18,38.00494261938306
low_p10_30_and_regret__h-05__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,25,KZT_RUB,270,24,0.08888888888888889,16,47.35984665571077
low_p10_30_and_regret__h-05__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,25,TJS_RUB,270,22,0.08148148148148149,14,37.716186097377516
low_p10_30_and_regret__h-05__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,25,UZS_RUB,270,24,0.08888888888888889,16,42.415738483395856
low_p10_30_and_regret__h-05__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,50,AMD_RUB,270,27,0.1,15,37.522764843164765
low_p10_30_and_regret__h-05__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,50,KGS_RUB,270,31,0.11481481481481481,16,38.00494261938306
low_p10_30_and_regret__h-05__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,50,KZT_RUB,270,26,0.0962962962962963,16,47.35984665571077
low_p10_30_and_regret__h-05__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,50,TJS_RUB,270,27,0.1,12,37.716186097377516
low_p10_30_and_regret__h-05__x-050bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,50,UZS_RUB,270,24,0.08888888888888889,16,42.415738483395856
low_p10_30_and_regret__h-05__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,100,AMD_RUB,270,34,0.1259259259259259,16,37.522764843164765
low_p10_30_and_regret__h-05__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,100,KGS_RUB,270,40,0.14814814814814814,18,38.00494261938306
low_p10_30_and_regret__h-05__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,100,KZT_RUB,270,33,0.12222222222222222,15,47.35984665571077
low_p10_30_and_regret__h-05__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,100,TJS_RUB,270,40,0.14814814814814814,16,37.716186097377516
low_p10_30_and_regret__h-05__x-100bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,5,100,UZS_RUB,270,34,0.1259259259259259,16,42.415738483395856
low_p20_60_and_regret__h-05__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,25,AMD_RUB,270,40,0.14814814814814814,22,37.522764843164765
low_p20_60_and_regret__h-05__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,25,KGS_RUB,270,40,0.14814814814814814,23,38.00494261938306
low_p20_60_and_regret__h-05__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,25,KZT_RUB,270,33,0.12222222222222222,17,47.35984665571077
low_p20_60_and_regret__h-05__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,25,TJS_RUB,270,31,0.11481481481481481,17,37.716186097377516
low_p20_60_and_regret__h-05__x-025bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,25,UZS_RUB,270,38,0.14074074074074075,24,42.415738483395856
low_p20_60_and_regret__h-05__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,50,AMD_RUB,270,49,0.1814814814814815,22,37.522764843164765
low_p20_60_and_regret__h-05__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,50,KGS_RUB,270,53,0.1962962962962963,20,38.00494261938306
low_p20_60_and_regret__h-05__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,50,KZT_RUB,270,36,0.13333333333333333,17,47.35984665571077
low_p20_60_and_regret__h-05__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,50,TJS_RUB,270,39,0.14444444444444443,14,37.716186097377516
low_p20_60_and_regret__h-05__x-050bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,50,UZS_RUB,270,43,0.15925925925925927,22,42.415738483395856
low_p20_60_and_regret__h-05__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,100,AMD_RUB,270,64,0.23703703703703705,23,37.522764843164765
low_p20_60_and_regret__h-05__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,100,KGS_RUB,270,70,0.25925925925925924,20,38.00494261938306
low_p20_60_and_regret__h-05__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,100,KZT_RUB,270,48,0.17777777777777778,14,47.35984665571077
low_p20_60_and_regret__h-05__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,100,TJS_RUB,270,64,0.23703703703703705,18,37.716186097377516
low_p20_60_and_regret__h-05__x-100bps.parquet,low_p20_60_and_regret,Нижние 20% 60 прошлых котировок и future regret не выше X bps.,5,100,UZS_RUB,270,59,0.21851851851851853,21,42.415738483395856
regret_max__h-10__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,25,AMD_RUB,270,97,0.3592592592592593,31,60.877328193785274
regret_max__h-10__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,25,KGS_RUB,270,88,0.32592592592592595,30,64.58196763099026
regret_max__h-10__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,25,KZT_RUB,270,87,0.32222222222222224,32,90.73190827429198
regret_max__h-10__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,25,TJS_RUB,270,97,0.3592592592592593,29,68.78918857140532
regret_max__h-10__x-025bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,25,UZS_RUB,270,93,0.34444444444444444,33,91.37975477443479
regret_max__h-10__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,50,AMD_RUB,270,124,0.45925925925925926,28,60.877328193785274
regret_max__h-10__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,50,KGS_RUB,270,121,0.44814814814814813,24,64.58196763099026
regret_max__h-10__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,50,KZT_RUB,270,99,0.36666666666666664,31,90.73190827429198
regret_max__h-10__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,50,TJS_RUB,270,119,0.44074074074074077,26,68.78918857140532
regret_max__h-10__x-050bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,50,UZS_RUB,270,102,0.37777777777777777,29,91.37975477443479
regret_max__h-10__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,100,AMD_RUB,270,156,0.5777777777777777,18,60.877328193785274
regret_max__h-10__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,100,KGS_RUB,270,152,0.562962962962963,20,64.58196763099026
regret_max__h-10__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,100,KZT_RUB,270,140,0.5185185185185185,30,90.73190827429198
regret_max__h-10__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,100,TJS_RUB,270,152,0.562962962962963,20,68.78918857140532
regret_max__h-10__x-100bps.parquet,regret_max,Максимальное future regret за h дней не превышает X bps.,10,100,UZS_RUB,270,138,0.5111111111111111,22,91.37975477443479
near_local_min__h-10__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,25,AMD_RUB,270,23,0.08518518518518518,20,60.877328193785274
near_local_min__h-10__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,25,KGS_RUB,270,19,0.07037037037037037,16,64.58196763099026
near_local_min__h-10__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,25,KZT_RUB,270,24,0.08888888888888889,18,90.73190827429198
near_local_min__h-10__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,25,TJS_RUB,270,19,0.07037037037037037,15,68.78918857140532
near_local_min__h-10__x-025bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,25,UZS_RUB,270,23,0.08518518518518518,18,91.37975477443479
near_local_min__h-10__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,50,AMD_RUB,270,43,0.15925925925925927,28,60.877328193785274
near_local_min__h-10__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,50,KGS_RUB,270,42,0.15555555555555556,26,64.58196763099026
near_local_min__h-10__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,50,KZT_RUB,270,38,0.14074074074074075,22,90.73190827429198
near_local_min__h-10__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,50,TJS_RUB,270,32,0.11851851851851852,19,68.78918857140532
near_local_min__h-10__x-050bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,50,UZS_RUB,270,32,0.11851851851851852,21,91.37975477443479
near_local_min__h-10__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,100,AMD_RUB,270,88,0.32592592592592595,30,60.877328193785274
near_local_min__h-10__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,100,KGS_RUB,270,91,0.337037037037037,28,64.58196763099026
near_local_min__h-10__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,100,KZT_RUB,270,65,0.24074074074074073,30,90.73190827429198
near_local_min__h-10__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,100,TJS_RUB,270,65,0.24074074074074073,23,68.78918857140532
near_local_min__h-10__x-100bps.parquet,near_local_min,Курс T не дальше X bps от минимума в календарном окне T±h.,10,100,UZS_RUB,270,59,0.21851851851851853,28,91.37975477443479
centered_mean_benefit__h-10__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,25,AMD_RUB,270,113,0.4185185185185185,32,60.877328193785274
centered_mean_benefit__h-10__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,25,KGS_RUB,270,116,0.42962962962962964,32,64.58196763099026
centered_mean_benefit__h-10__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,25,KZT_RUB,270,124,0.45925925925925926,34,90.73190827429198
centered_mean_benefit__h-10__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,25,TJS_RUB,270,115,0.42592592592592593,33,68.78918857140532
centered_mean_benefit__h-10__x-025bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,25,UZS_RUB,270,123,0.45555555555555555,35,91.37975477443479
centered_mean_benefit__h-10__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,50,AMD_RUB,270,83,0.3074074074074074,32,60.877328193785274
centered_mean_benefit__h-10__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,50,KGS_RUB,270,85,0.3148148148148148,31,64.58196763099026
centered_mean_benefit__h-10__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,50,KZT_RUB,270,97,0.3592592592592593,35,90.73190827429198
centered_mean_benefit__h-10__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,50,TJS_RUB,270,83,0.3074074074074074,34,68.78918857140532
centered_mean_benefit__h-10__x-050bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,50,UZS_RUB,270,96,0.35555555555555557,35,91.37975477443479
centered_mean_benefit__h-10__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,100,AMD_RUB,270,47,0.17407407407407408,23,60.877328193785274
centered_mean_benefit__h-10__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,100,KGS_RUB,270,47,0.17407407407407408,23,64.58196763099026
centered_mean_benefit__h-10__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,100,KZT_RUB,270,54,0.2,26,90.73190827429198
centered_mean_benefit__h-10__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,100,TJS_RUB,270,46,0.17037037037037037,22,68.78918857140532
centered_mean_benefit__h-10__x-100bps.parquet,centered_mean_benefit,Курс T лучше среднего в окне T±h минимум на X bps.,10,100,UZS_RUB,270,50,0.18518518518518517,24,91.37975477443479
future_median_benefit__h-10__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,25,AMD_RUB,270,122,0.45185185185185184,31,60.877328193785274
future_median_benefit__h-10__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,25,KGS_RUB,270,112,0.4148148148148148,31,64.58196763099026
future_median_benefit__h-10__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,25,KZT_RUB,270,125,0.46296296296296297,30,90.73190827429198
future_median_benefit__h-10__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,25,TJS_RUB,270,122,0.45185185185185184,30,68.78918857140532
future_median_benefit__h-10__x-025bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,25,UZS_RUB,270,128,0.4740740740740741,28,91.37975477443479
future_median_benefit__h-10__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,50,AMD_RUB,270,97,0.3592592592592593,28,60.877328193785274
future_median_benefit__h-10__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,50,KGS_RUB,270,91,0.337037037037037,23,64.58196763099026
future_median_benefit__h-10__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,50,KZT_RUB,270,100,0.37037037037037035,31,90.73190827429198
future_median_benefit__h-10__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,50,TJS_RUB,270,101,0.37407407407407406,28,68.78918857140532
future_median_benefit__h-10__x-050bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,50,UZS_RUB,270,107,0.3962962962962963,27,91.37975477443479
future_median_benefit__h-10__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,100,AMD_RUB,270,64,0.23703703703703705,18,60.877328193785274
future_median_benefit__h-10__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,100,KGS_RUB,270,55,0.2037037037037037,13,64.58196763099026
future_median_benefit__h-10__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,100,KZT_RUB,270,70,0.25925925925925924,22,90.73190827429198
future_median_benefit__h-10__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,100,TJS_RUB,270,72,0.26666666666666666,17,68.78918857140532
future_median_benefit__h-10__x-100bps.parquet,future_median_benefit,Курс T лучше медианы следующих h дней минимум на X bps.,10,100,UZS_RUB,270,76,0.2814814814814815,25,91.37975477443479
stable_80pct__h-10__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,25,AMD_RUB,270,129,0.4777777777777778,25,60.877328193785274
stable_80pct__h-10__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,25,KGS_RUB,270,120,0.4444444444444444,23,64.58196763099026
stable_80pct__h-10__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,25,KZT_RUB,270,134,0.4962962962962963,31,90.73190827429198
stable_80pct__h-10__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,25,TJS_RUB,270,125,0.46296296296296297,25,68.78918857140532
stable_80pct__h-10__x-025bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,25,UZS_RUB,270,124,0.45925925925925926,32,91.37975477443479
stable_80pct__h-10__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,50,AMD_RUB,270,154,0.5703703703703704,23,60.877328193785274
stable_80pct__h-10__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,50,KGS_RUB,270,149,0.5518518518518518,22,64.58196763099026
stable_80pct__h-10__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,50,KZT_RUB,270,147,0.5444444444444444,29,90.73190827429198
stable_80pct__h-10__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,50,TJS_RUB,270,143,0.5296296296296297,23,68.78918857140532
stable_80pct__h-10__x-050bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,50,UZS_RUB,270,145,0.5370370370370371,25,91.37975477443479
stable_80pct__h-10__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,100,AMD_RUB,270,177,0.6555555555555556,21,60.877328193785274
stable_80pct__h-10__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,100,KGS_RUB,270,170,0.6296296296296297,19,64.58196763099026
stable_80pct__h-10__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,100,KZT_RUB,270,182,0.674074074074074,24,90.73190827429198
stable_80pct__h-10__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,100,TJS_RUB,270,173,0.6407407407407407,21,68.78918857140532
stable_80pct__h-10__x-100bps.parquet,stable_80pct,Не менее 80% следующих h дней не лучше T более чем на X bps.,10,100,UZS_RUB,270,169,0.6259259259259259,20,91.37975477443479
no_early_better__h-10__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,25,AMD_RUB,270,118,0.43703703703703706,39,60.877328193785274
no_early_better__h-10__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,25,KGS_RUB,270,115,0.42592592592592593,38,64.58196763099026
no_early_better__h-10__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,25,KZT_RUB,270,122,0.45185185185185184,45,90.73190827429198
no_early_better__h-10__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,25,TJS_RUB,270,122,0.45185185185185184,35,68.78918857140532
no_early_better__h-10__x-025bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,25,UZS_RUB,270,126,0.4666666666666667,44,91.37975477443479
no_early_better__h-10__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,50,AMD_RUB,270,151,0.5592592592592592,33,60.877328193785274
no_early_better__h-10__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,50,KGS_RUB,270,150,0.5555555555555556,31,64.58196763099026
no_early_better__h-10__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,50,KZT_RUB,270,137,0.5074074074074074,43,90.73190827429198
no_early_better__h-10__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,50,TJS_RUB,270,144,0.5333333333333333,30,68.78918857140532
no_early_better__h-10__x-050bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,50,UZS_RUB,270,140,0.5185185185185185,38,91.37975477443479
no_early_better__h-10__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,100,AMD_RUB,270,194,0.7185185185185186,29,60.877328193785274
no_early_better__h-10__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,100,KGS_RUB,270,188,0.6962962962962963,28,64.58196763099026
no_early_better__h-10__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,100,KZT_RUB,270,181,0.6703703703703704,37,90.73190827429198
no_early_better__h-10__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,100,TJS_RUB,270,190,0.7037037037037037,29,68.78918857140532
no_early_better__h-10__x-100bps.parquet,no_early_better,В первой половине горизонта нет более выгодного курса сверх X bps.,10,100,UZS_RUB,270,176,0.6518518518518519,29,91.37975477443479
low_p10_30_and_regret__h-10__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,25,AMD_RUB,270,20,0.07407407407407407,14,60.877328193785274
low_p10_30_and_regret__h-10__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,25,KGS_RUB,270,18,0.06666666666666667,14,64.58196763099026
low_p10_30_and_regret__h-10__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,25,KZT_RUB,270,17,0.06296296296296296,13,90.73190827429198
low_p10_30_and_regret__h-10__x-025bps.parquet,low_p10_30_and_regret,Нижние 10% 30 прошлых котировок и future regret не выше X bps.,10,25,TJS_RUB,270,18,0.06666666666666667,12,68.78918857140532
