corridor,date,index,rule,priority
AMD_RUB,2019-02-14,25,Смена направления,2
AMD_RUB,2019-02-19,28,Необычное движение за 5 обновлений,3
AMD_RUB,2019-03-19,47,Необычное движение за 5 обновлений,3
AMD_RUB,2019-03-28,54,Смена направления,2
AMD_RUB,2019-04-03,58,Необычное движение за 5 обновлений,3
AMD_RUB,2019-04-26,75,Рывок после спокойного периода,1
AMD_RUB,2019-04-30,77,Необычное движение за 5 обновлений,3
AMD_RUB,2019-05-07,79,Необычное движение за 5 обновлений,3
AMD_RUB,2019-05-30,94,Рывок после спокойного периода,1
AMD_RUB,2019-06-04,97,Необычное движение за 5 обновлений,3
AMD_RUB,2019-06-20,108,Рывок после спокойного периода,1
AMD_RUB,2019-06-29,115,Смена направления,2
AMD_RUB,2019-07-03,117,Необычное движение за 5 обновлений,3
AMD_RUB,2019-07-09,121,Необычное движение за 5 обновлений,3
AMD_RUB,2019-07-16,126,Необычное движение за 5 обновлений,3
AMD_RUB,2019-07-30,136,Рывок после спокойного периода,1
AMD_RUB,2019-08-20,151,Необычное движение за 5 обновлений,3
AMD_RUB,2019-08-28,157,Смена направления,2
AMD_RUB,2019-09-11,167,Необычное движение за 5 обновлений,3
AMD_RUB,2019-09-28,180,Смена направления,2
AMD_RUB,2019-10-02,182,Необычное движение за 5 обновлений,3
AMD_RUB,2019-11-06,206,Рывок после спокойного периода,1
AMD_RUB,2019-12-06,228,Рывок после спокойного периода,1
AMD_RUB,2019-12-13,233,Рывок после спокойного периода,1
AMD_RUB,2019-12-26,242,Необычное движение за 5 обновлений,3
AMD_RUB,2020-01-11,248,Смена направления,2
AMD_RUB,2020-01-17,252,Смена направления,2
AMD_RUB,2020-01-22,255,Рывок после спокойного периода,1
AMD_RUB,2020-01-28,259,Необычное движение за 5 обновлений,3
AMD_RUB,2020-02-06,266,Необычное движение за 5 обновлений,3
AMD_RUB,2020-02-12,270,Смена направления,2
AMD_RUB,2020-02-22,278,Необычное движение за 5 обновлений,3
AMD_RUB,2020-03-05,285,Смена направления,2
AMD_RUB,2020-03-11,288,Смена направления,2
AMD_RUB,2020-03-18,293,Смена направления,2
AMD_RUB,2020-03-25,298,Смена направления,2
AMD_RUB,2020-04-07,302,Необычное движение за 5 обновлений,3
AMD_RUB,2020-04-17,310,Смена направления,2
AMD_RUB,2020-04-23,314,Необычное движение за 5 обновлений,3
AMD_RUB,2020-04-28,317,Смена направления,2
AMD_RUB,2020-07-11,366,Смена направления,2
AMD_RUB,2020-07-21,372,Смена направления,2
AMD_RUB,2020-07-31,380,Необычное движение за 5 обновлений,3
AMD_RUB,2020-08-07,385,Смена направления,2
AMD_RUB,2020-08-27,399,Необычное движение за 5 обновлений,3
AMD_RUB,2020-09-01,402,Смена направления,2
AMD_RUB,2020-09-08,407,Необычное движение за 5 обновлений,3
AMD_RUB,2020-09-22,417,Необычное движение за 5 обновлений,3
AMD_RUB,2020-09-29,422,Необычное движение за 5 обновлений,3
AMD_RUB,2020-10-10,431,Смена направления,2
AMD_RUB,2020-10-23,440,Смена направления,2
AMD_RUB,2020-10-29,444,Смена направления,2
AMD_RUB,2020-11-07,450,Смена направления,2
AMD_RUB,2020-11-19,458,Смена направления,2
AMD_RUB,2020-11-26,463,Необычное движение за 5 обновлений,3
AMD_RUB,2020-12-05,470,Смена направления,2
AMD_RUB,2020-12-15,476,Необычное движение за 5 обновлений,3
AMD_RUB,2020-12-26,485,Смена направления,2
AMD_RUB,2021-01-15,493,Смена направления,2
AMD_RUB,2021-01-27,501,Необычное движение за 5 обновлений,3
AMD_RUB,2021-02-10,511,Необычное движение за 5 обновлений,3
AMD_RUB,2021-03-20,537,Смена направления,2
AMD_RUB,2021-03-24,539,Необычное движение за 5 обновлений,3
AMD_RUB,2021-04-14,554,Необычное движение за 5 обновлений,3
AMD_RUB,2021-04-21,559,Смена направления,2
AMD_RUB,2021-04-27,563,Смена направления,2
AMD_RUB,2021-06-12,595,Необычное движение за 5 обновлений,3
AMD_RUB,2021-06-18,598,Смена направления,2
AMD_RUB,2021-06-22,600,Необычное движение за 5 обновлений,3
AMD_RUB,2021-07-09,613,Необычное движение за 5 обновлений,3
AMD_RUB,2021-07-14,616,Смена направления,2
AMD_RUB,2021-08-03,630,Необычное движение за 5 обновлений,3
AMD_RUB,2021-08-20,643,Рывок после спокойного периода,1
AMD_RUB,2021-09-22,666,Смена направления,2
AMD_RUB,2021-10-02,674,Смена направления,2
AMD_RUB,2021-10-06,676,Необычное движение за 5 обновлений,3
AMD_RUB,2021-10-13,681,Необычное движение за 5 обновлений,3
AMD_RUB,2021-10-26,690,Рывок после спокойного периода,1
AMD_RUB,2021-11-03,696,Необычное движение за 5 обновлений,3
AMD_RUB,2021-11-16,703,Смена направления,2
AMD_RUB,2021-11-24,709,Необычное движение за 5 обновлений,3
AMD_RUB,2021-12-01,714,Необычное движение за 5 обновлений,3
AMD_RUB,2021-12-10,721,Необычное движение за 5 обновлений,3
AMD_RUB,2021-12-24,731,Смена направления,2
AMD_RUB,2021-12-31,736,Смена направления,2
AMD_RUB,2022-01-19,743,Смена направления,2
AMD_RUB,2022-01-26,748,Необычное движение за 5 обновлений,3
AMD_RUB,2022-02-01,752,Смена направления,2
AMD_RUB,2022-02-15,762,Смена направления,2
AMD_RUB,2022-02-23,768,Смена направления,2
AMD_RUB,2022-03-15,780,Необычное движение за 5 обновлений,3
AMD_RUB,2022-03-25,788,Необычное движение за 5 обновлений,3
AMD_RUB,2022-04-08,798,Рывок после спокойного периода,1
AMD_RUB,2022-04-13,801,Смена направления,2
AMD_RUB,2022-05-06,816,Смена направления,2
AMD_RUB,2022-05-27,829,Смена направления,2
AMD_RUB,2022-06-02,833,Необычное движение за 5 обновлений,3
AMD_RUB,2022-07-05,855,Смена направления,2
AMD_RUB,2022-07-13,861,Смена направления,2
AMD_RUB,2022-07-26,870,Смена направления,2
AMD_RUB,2022-09-27,915,Смена направления,2
AMD_RUB,2022-10-06,922,Смена направления,2
AMD_RUB,2022-10-18,930,Смена направления,2
AMD_RUB,2022-11-12,948,Необычное движение за 5 обновлений,3
AMD_RUB,2022-12-08,966,Необычное движение за 5 обновлений,3
AMD_RUB,2022-12-15,971,Смена направления,2
AMD_RUB,2022-12-27,979,Смена направления,2
AMD_RUB,2023-01-11,985,Смена направления,2
AMD_RUB,2023-01-19,991,Смена направления,2
AMD_RUB,2023-02-10,1007,Необычное движение за 5 обновлений,3
AMD_RUB,2023-04-05,1042,Необычное движение за 5 обновлений,3
AMD_RUB,2023-05-04,1062,Смена направления,2
AMD_RUB,2023-05-16,1068,Смена направления,2
AMD_RUB,2023-06-15,1089,Необычное движение за 5 обновлений,3
AMD_RUB,2023-06-30,1100,Необычное движение за 5 обновлений,3
AMD_RUB,2023-07-12,1108,Смена направления,2
AMD_RUB,2023-07-29,1121,Рывок после спокойного периода,1
AMD_RUB,2023-08-04,1125,Необычное движение за 5 обновлений,3
AMD_RUB,2023-08-15,1132,Необычное движение за 5 обновлений,3
AMD_RUB,2023-09-13,1153,Смена направления,2
AMD_RUB,2023-10-03,1167,Рывок после спокойного периода,1
AMD_RUB,2023-10-11,1173,Необычное движение за 5 обновлений,3
AMD_RUB,2023-10-19,1179,Необычное движение за 5 обновлений,3
AMD_RUB,2023-10-25,1183,Необычное движение за 5 обновлений,3
AMD_RUB,2023-11-01,1188,Рывок после спокойного периода,1
AMD_RUB,2023-11-17,1199,Необычное движение за 5 обновлений,3
AMD_RUB,2023-12-07,1213,Необычное движение за 5 обновлений,3
AMD_RUB,2023-12-12,1216,Смена направления,2
AMD_RUB,2023-12-29,1229,Рывок после спокойного периода,1
AMD_RUB,2024-01-27,1244,Смена направления,2
AMD_RUB,2024-03-20,1279,Необычное движение за 5 обновлений,3
AMD_RUB,2024-04-19,1301,Смена направления,2
AMD_RUB,2024-04-25,1305,Рывок после спокойного периода,1
AMD_RUB,2024-05-25,1323,Необычное движение за 5 обновлений,3
AMD_RUB,2024-05-31,1327,Смена направления,2
AMD_RUB,2024-06-06,1331,Смена направления,2
AMD_RUB,2024-06-14,1336,Рывок после спокойного периода,1
AMD_RUB,2024-06-19,1339,Необычное движение за 5 обновлений,3
AMD_RUB,2024-06-25,1343,Необычное движение за 5 обновлений,3
AMD_RUB,2024-07-03,1349,Смена направления,2
AMD_RUB,2024-07-25,1365,Необычное движение за 5 обновлений,3
AMD_RUB,2024-08-06,1373,Смена направления,2
AMD_RUB,2024-08-17,1382,Смена направления,2
AMD_RUB,2024-08-21,1384,Смена направления,2
AMD_RUB,2024-09-03,1393,Рывок после спокойного периода,1
AMD_RUB,2024-09-11,1399,Необычное движение за 5 обновлений,3
AMD_RUB,2024-10-04,1416,Необычное движение за 5 обновлений,3
AMD_RUB,2024-10-08,1418,Необычное движение за 5 обновлений,3
AMD_RUB,2024-11-15,1446,Рывок после спокойного периода,1
AMD_RUB,2024-11-23,1452,Необычное движение за 5 обновлений,3
AMD_RUB,2024-12-03,1458,Смена направления,2
AMD_RUB,2024-12-12,1465,Смена направления,2
AMD_RUB,2024-12-25,1474,Необычное движение за 5 обновлений,3
AMD_RUB,2025-01-10,1479,Смена направления,2
AMD_RUB,2025-01-22,1487,Необычное движение за 5 обновлений,3
AMD_RUB,2025-02-07,1499,Смена направления,2
AMD_RUB,2025-02-14,1504,Необычное движение за 5 обновлений,3
AMD_RUB,2025-03-04,1516,Смена направления,2
AMD_RUB,2025-03-19,1527,Необычное движение за 5 обновлений,3
AMD_RUB,2025-04-15,1546,Смена направления,2
AMD_RUB,2025-04-25,1554,Смена направления,2
AMD_RUB,2025-05-30,1575,Рывок после спокойного периода,1
AMD_RUB,2025-07-26,1614,Необычное движение за 5 обновлений,3
AMD_RUB,2025-08-02,1619,Смена направления,2
AMD_RUB,2025-08-06,1621,Необычное движение за 5 обновлений,3
AMD_RUB,2025-08-23,1634,Рывок после спокойного периода,1
AMD_RUB,2025-09-05,1643,Необычное движение за 5 обновлений,3
AMD_RUB,2025-09-16,1650,Смена направления,2
AMD_RUB,2025-09-30,1660,Смена направления,2
AMD_RUB,2025-10-07,1665,Смена направления,2
AMD_RUB,2025-10-14,1670,Необычное движение за 5 обновлений,3
AMD_RUB,2025-10-21,1675,Смена направления,2
AMD_RUB,2025-10-28,1680,Смена направления,2
AMD_RUB,2025-11-22,1698,Смена направления,2
AMD_RUB,2025-11-27,1701,Необычное движение за 5 обновлений,3
AMD_RUB,2025-12-06,1708,Необычное движение за 5 обновлений,3
AMD_RUB,2025-12-11,1711,Смена направления,2
AMD_RUB,2025-12-25,1721,Смена направления,2
AMD_RUB,2026-01-14,1727,Смена направления,2
AMD_RUB,2026-01-23,1734,Необычное движение за 5 обновлений,3
AMD_RUB,2026-02-05,1743,Смена направления,2
AMD_RUB,2026-03-07,1764,Необычное движение за 5 обновлений,3
AMD_RUB,2026-03-14,1768,Необычное движение за 5 обновлений,3
AMD_RUB,2026-03-25,1775,Смена направления,2
AMD_RUB,2026-04-07,1784,Необычное движение за 5 обновлений,3
AMD_RUB,2026-05-20,1813,Необычное движение за 5 обновлений,3
AMD_RUB,2026-06-04,1824,Смена направления,2
AMD_RUB,2026-06-10,1828,Смена направления,2
AMD_RUB,2026-06-24,1837,Необычное движение за 5 обновлений,3
AMD_RUB,2026-07-15,1852,Смена направления,2
AMD_RUB,2026-07-31,1864,Смена направления,2
AMD_RUB,2026-08-08,1870,Необычное движение за 5 обновлений,3
AMD_RUB,2026-08-19,1877,Необычное движение за 5 обновлений,3
AMD_RUB,2026-08-28,1884,Смена направления,2
AMD_RUB,2026-09-03,1888,Необычное движение за 5 обновлений,3
KGS_RUB,2019-02-16,1916,Необычное движение за 5 обновлений,3
KGS_RUB,2019-02-21,1919,Смена направления,2
KGS_RUB,2019-03-01,1925,Смена направления,2
KGS_RUB,2019-03-19,1936,Необычное движение за 5 обновлений,3
KGS_RUB,2019-03-28,1943,Смена направления,2
KGS_RUB,2019-04-10,1952,Рывок после спокойного периода,1
KGS_RUB,2019-04-26,1964,Рывок после спокойного периода,1
KGS_RUB,2019-05-07,1968,Необычное движение за 5 обновлений,3
KGS_RUB,2019-05-21,1976,Необычное движение за 5 обновлений,3
KGS_RUB,2019-05-30,1983,Рывок после спокойного периода,1
KGS_RUB,2019-06-04,1986,Необычное движение за 5 обновлений,3
KGS_RUB,2019-06-21,1998,Необычное движение за 5 обновлений,3
KGS_RUB,2019-06-29,2004,Смена направления,2
KGS_RUB,2019-07-12,2013,Смена направления,2
KGS_RUB,2019-07-16,2015,Необычное движение за 5 обновлений,3
KGS_RUB,2019-07-30,2025,Рывок после спокойного периода,1
KGS_RUB,2019-08-20,2040,Необычное движение за 5 обновлений,3
KGS_RUB,2019-08-28,2046,Смена направления,2
KGS_RUB,2019-09-10,2055,Необычное движение за 5 обновлений,3
KGS_RUB,2019-09-28,2069,Смена направления,2
KGS_RUB,2019-10-02,2071,Необычное движение за 5 обновлений,3
KGS_RUB,2019-11-06,2095,Рывок после спокойного периода,1
KGS_RUB,2019-11-20,2105,Смена направления,2
KGS_RUB,2019-12-06,2117,Смена направления,2
KGS_RUB,2019-12-13,2122,Рывок после спокойного периода,1
KGS_RUB,2019-12-26,2131,Необычное движение за 5 обновлений,3
KGS_RUB,2020-01-14,2138,Необычное движение за 5 обновлений,3
KGS_RUB,2020-01-22,2144,Рывок после спокойного периода,1
KGS_RUB,2020-01-28,2148,Необычное движение за 5 обновлений,3
KGS_RUB,2020-02-06,2155,Необычное движение за 5 обновлений,3
KGS_RUB,2020-02-12,2159,Смена направления,2
KGS_RUB,2020-02-22,2167,Необычное движение за 5 обновлений,3
KGS_RUB,2020-03-05,2174,Смена направления,2
KGS_RUB,2020-03-11,2177,Смена направления,2
KGS_RUB,2020-03-19,2183,Смена направления,2
KGS_RUB,2020-03-25,2187,Смена направления,2
KGS_RUB,2020-04-11,2195,Смена направления,2
KGS_RUB,2020-04-23,2203,Смена направления,2
KGS_RUB,2020-06-04,2229,Смена направления,2
KGS_RUB,2020-07-07,2251,Смена направления,2
KGS_RUB,2020-07-28,2266,Смена направления,2
KGS_RUB,2020-08-04,2271,Необычное движение за 5 обновлений,3
KGS_RUB,2020-08-18,2281,Необычное движение за 5 обновлений,3
KGS_RUB,2020-08-27,2288,Необычное движение за 5 обновлений,3
KGS_RUB,2020-09-01,2291,Смена направления,2
KGS_RUB,2020-09-09,2297,Необычное движение за 5 обновлений,3
KGS_RUB,2020-09-15,2301,Смена направления,2
KGS_RUB,2020-09-29,2311,Необычное движение за 5 обновлений,3
KGS_RUB,2020-10-10,2320,Смена направления,2
KGS_RUB,2020-10-21,2327,Смена направления,2
KGS_RUB,2020-10-31,2335,Смена направления,2
KGS_RUB,2020-11-06,2338,Смена направления,2
KGS_RUB,2020-11-19,2347,Смена направления,2
KGS_RUB,2020-12-05,2359,Смена направления,2
KGS_RUB,2020-12-17,2367,Смена направления,2
KGS_RUB,2020-12-22,2370,Необычное движение за 5 обновлений,3
KGS_RUB,2020-12-29,2375,Необычное движение за 5 обновлений,3
KGS_RUB,2021-01-26,2389,Смена направления,2
KGS_RUB,2021-03-20,2426,Смена направления,2
KGS_RUB,2021-03-24,2428,Необычное движение за 5 обновлений,3
KGS_RUB,2021-04-08,2439,Необычное движение за 5 обновлений,3
KGS_RUB,2021-04-15,2444,Смена направления,2
KGS_RUB,2021-04-22,2449,Смена направления,2
KGS_RUB,2021-04-27,2452,Смена направления,2
KGS_RUB,2021-06-03,2477,Смена направления,2
KGS_RUB,2021-06-10,2482,Необычное движение за 5 обновлений,3
KGS_RUB,2021-06-22,2489,Необычное движение за 5 обновлений,3
KGS_RUB,2021-07-03,2498,Необычное движение за 5 обновлений,3
KGS_RUB,2021-07-09,2502,Необычное движение за 5 обновлений,3
KGS_RUB,2021-07-14,2505,Смена направления,2
KGS_RUB,2021-07-23,2512,Рывок после спокойного периода,1
KGS_RUB,2021-07-31,2518,Смена направления,2
KGS_RUB,2021-08-20,2532,Рывок после спокойного периода,1
KGS_RUB,2021-09-03,2542,Необычное движение за 5 обновлений,3
KGS_RUB,2021-09-22,2555,Смена направления,2
KGS_RUB,2021-10-09,2568,Необычное движение за 5 обновлений,3
KGS_RUB,2021-10-16,2573,Рывок после спокойного периода,1
KGS_RUB,2021-10-20,2575,Необычное движение за 5 обновлений,3
KGS_RUB,2021-10-26,2579,Рывок после спокойного периода,1
KGS_RUB,2021-11-02,2584,Необычное движение за 5 обновлений,3
KGS_RUB,2021-11-11,2589,Смена направления,2
KGS_RUB,2021-11-16,2592,Смена направления,2
KGS_RUB,2021-12-02,2604,Смена направления,2
KGS_RUB,2021-12-24,2620,Смена направления,2
KGS_RUB,2021-12-31,2625,Смена направления,2
KGS_RUB,2022-01-11,2626,Необычное движение за 5 обновлений,3
KGS_RUB,2022-01-19,2632,Смена направления,2
KGS_RUB,2022-01-26,2637,Необычное движение за 5 обновлений,3
KGS_RUB,2022-02-01,2641,Смена направления,2
KGS_RUB,2022-02-11,2649,Необычное движение за 5 обновлений,3
KGS_RUB,2022-02-15,2651,Смена направления,2
KGS_RUB,2022-02-23,2657,Смена направления,2
KGS_RUB,2022-03-10,2666,Необычное движение за 5 обновлений,3
KGS_RUB,2022-03-15,2669,Смена направления,2
KGS_RUB,2022-03-26,2678,Смена направления,2
KGS_RUB,2022-03-30,2680,Необычное движение за 5 обновлений,3
KGS_RUB,2022-04-09,2688,Необычное движение за 5 обновлений,3
KGS_RUB,2022-04-13,2690,Смена направления,2
KGS_RUB,2022-05-25,2716,Смена направления,2
KGS_RUB,2022-07-05,2744,Смена направления,2
KGS_RUB,2022-07-12,2749,Смена направления,2
KGS_RUB,2022-09-24,2803,Необычное движение за 5 обновлений,3
KGS_RUB,2022-10-06,2811,Смена направления,2
KGS_RUB,2022-10-15,2818,Смена направления,2
KGS_RUB,2022-11-12,2837,Необычное движение за 5 обновлений,3
KGS_RUB,2022-12-08,2855,Необычное движение за 5 обновлений,3
KGS_RUB,2022-12-16,2861,Необычное движение за 5 обновлений,3
KGS_RUB,2022-12-27,2868,Смена направления,2
KGS_RUB,2023-01-11,2874,Смена направления,2
KGS_RUB,2023-01-19,2880,Смена направления,2
KGS_RUB,2023-02-10,2896,Необычное движение за 5 обновлений,3
KGS_RUB,2023-04-05,2931,Необычное движение за 5 обновлений,3
KGS_RUB,2023-04-29,2949,Рывок после спокойного периода,1
KGS_RUB,2023-05-04,2951,Необычное движение за 5 обновлений,3
KGS_RUB,2023-05-16,2957,Смена направления,2
KGS_RUB,2023-06-15,2978,Необычное движение за 5 обновлений,3
KGS_RUB,2023-06-30,2989,Необычное движение за 5 обновлений,3
KGS_RUB,2023-07-12,2997,Смена направления,2
KGS_RUB,2023-07-29,3010,Рывок после спокойного периода,1
KGS_RUB,2023-08-04,3014,Необычное движение за 5 обновлений,3
KGS_RUB,2023-08-15,3021,Необычное движение за 5 обновлений,3
KGS_RUB,2023-09-13,3042,Смена направления,2
KGS_RUB,2023-10-04,3057,Необычное движение за 5 обновлений,3
KGS_RUB,2023-10-13,3064,Смена направления,2
KGS_RUB,2023-10-21,3070,Рывок после спокойного периода,1
KGS_RUB,2023-10-25,3072,Необычное движение за 5 обновлений,3
KGS_RUB,2023-11-01,3077,Рывок после спокойного периода,1
KGS_RUB,2023-11-16,3087,Необычное движение за 5 обновлений,3
KGS_RUB,2023-11-21,3090,Необычное движение за 5 обновлений,3
KGS_RUB,2023-12-07,3102,Необычное движение за 5 обновлений,3
KGS_RUB,2023-12-12,3105,Смена направления,2
KGS_RUB,2023-12-29,3118,Рывок после спокойного периода,1
KGS_RUB,2024-01-12,3122,Необычное движение за 5 обновлений,3
KGS_RUB,2024-01-17,3125,Необычное движение за 5 обновлений,3
KGS_RUB,2024-01-27,3133,Смена направления,2
KGS_RUB,2024-04-12,3185,Необычное движение за 5 обновлений,3
KGS_RUB,2024-04-17,3188,Необычное движение за 5 обновлений,3
KGS_RUB,2024-04-23,3192,Смена направления,2
KGS_RUB,2024-05-28,3213,Необычное движение за 5 обновлений,3
KGS_RUB,2024-06-05,3219,Смена направления,2
KGS_RUB,2024-06-15,3226,Смена направления,2
KGS_RUB,2024-06-19,3228,Необычное движение за 5 обновлений,3
KGS_RUB,2024-06-26,3233,Необычное движение за 5 обновлений,3
KGS_RUB,2024-07-03,3238,Смена направления,2
KGS_RUB,2024-07-26,3255,Необычное движение за 5 обновлений,3
KGS_RUB,2024-07-31,3258,Смена направления,2
KGS_RUB,2024-08-06,3262,Смена направления,2
KGS_RUB,2024-08-13,3267,Необычное движение за 5 обновлений,3
KGS_RUB,2024-08-21,3273,Смена направления,2
KGS_RUB,2024-09-04,3283,Необычное движение за 5 обновлений,3
KGS_RUB,2024-09-11,3288,Необычное движение за 5 обновлений,3
KGS_RUB,2024-09-20,3295,Смена направления,2
KGS_RUB,2024-09-24,3297,Необычное движение за 5 обновлений,3
KGS_RUB,2024-10-04,3305,Необычное движение за 5 обновлений,3
KGS_RUB,2024-10-08,3307,Необычное движение за 5 обновлений,3
KGS_RUB,2024-11-23,3341,Необычное движение за 5 обновлений,3
KGS_RUB,2024-12-04,3348,Смена направления,2
KGS_RUB,2024-12-12,3354,Смена направления,2
KGS_RUB,2024-12-27,3365,Необычное движение за 5 обновлений,3
KGS_RUB,2025-01-22,3376,Необычное движение за 5 обновлений,3
KGS_RUB,2025-02-07,3388,Смена направления,2
KGS_RUB,2025-02-13,3392,Необычное движение за 5 обновлений,3
KGS_RUB,2025-02-26,3401,Необычное движение за 5 обновлений,3
KGS_RUB,2025-03-04,3405,Смена направления,2
KGS_RUB,2025-03-15,3414,Необычное движение за 5 обновлений,3
KGS_RUB,2025-03-22,3419,Смена направления,2
KGS_RUB,2025-04-15,3435,Смена направления,2
KGS_RUB,2025-05-30,3464,Рывок после спокойного периода,1
KGS_RUB,2025-07-10,3491,Смена направления,2
KGS_RUB,2025-07-26,3503,Необычное движение за 5 обновлений,3
KGS_RUB,2025-08-02,3508,Смена направления,2
KGS_RUB,2025-08-06,3510,Необычное движение за 5 обновлений,3
KGS_RUB,2025-08-23,3523,Рывок после спокойного периода,1
KGS_RUB,2025-09-05,3532,Необычное движение за 5 обновлений,3
KGS_RUB,2025-09-16,3539,Смена направления,2
KGS_RUB,2025-10-02,3551,Необычное движение за 5 обновлений,3
KGS_RUB,2025-10-07,3554,Смена направления,2
KGS_RUB,2025-10-14,3559,Необычное движение за 5 обновлений,3
KGS_RUB,2025-10-21,3564,Смена направления,2
KGS_RUB,2025-10-28,3569,Смена направления,2
KGS_RUB,2025-11-22,3587,Рывок после спокойного периода,1
KGS_RUB,2025-11-27,3590,Необычное движение за 5 обновлений,3
KGS_RUB,2025-12-11,3600,Смена направления,2
KGS_RUB,2025-12-24,3609,Смена направления,2
KGS_RUB,2026-01-23,3623,Необычное движение за 5 обновлений,3
KGS_RUB,2026-02-05,3632,Смена направления,2
KGS_RUB,2026-03-07,3653,Необычное движение за 5 обновлений,3
KGS_RUB,2026-03-14,3657,Необычное движение за 5 обновлений,3
KGS_RUB,2026-03-24,3663,Смена направления,2
KGS_RUB,2026-04-07,3673,Необычное движение за 5 обновлений,3
KGS_RUB,2026-05-13,3697,Смена направления,2
KGS_RUB,2026-05-20,3702,Необычное движение за 5 обновлений,3
KGS_RUB,2026-06-04,3713,Смена направления,2
KGS_RUB,2026-06-10,3717,Смена направления,2
KGS_RUB,2026-06-24,3726,Необычное движение за 5 обновлений,3
KGS_RUB,2026-07-15,3741,Смена направления,2
KGS_RUB,2026-07-31,3753,Смена направления,2
KGS_RUB,2026-08-08,3759,Необычное движение за 5 обновлений,3
KGS_RUB,2026-08-19,3766,Необычное движение за 5 обновлений,3
KGS_RUB,2026-08-28,3773,Смена направления,2
KGS_RUB,2026-09-03,3777,Необычное движение за 5 обновлений,3
KZT_RUB,2019-02-23,3810,Необычное движение за 5 обновлений,3
KZT_RUB,2019-03-01,3814,Смена направления,2
KZT_RUB,2019-03-19,3825,Необычное движение за 5 обновлений,3
KZT_RUB,2019-03-28,3832,Смена направления,2
KZT_RUB,2019-04-03,3836,Необычное движение за 5 обновлений,3
KZT_RUB,2019-04-26,3853,Рывок после спокойного периода,1
KZT_RUB,2019-05-07,3857,Необычное движение за 5 обновлений,3
KZT_RUB,2019-05-14,3860,Необычное движение за 5 обновлений,3
KZT_RUB,2019-06-06,3877,Смена направления,2
KZT_RUB,2019-06-12,3881,Рывок после спокойного периода,1
KZT_RUB,2019-06-26,3890,Необычное движение за 5 обновлений,3
KZT_RUB,2019-07-12,3902,Рывок после спокойного периода,1
KZT_RUB,2019-07-16,3904,Необычное движение за 5 обновлений,3
KZT_RUB,2019-07-30,3914,Рывок после спокойного периода,1
KZT_RUB,2019-08-16,3927,Необычное движение за 5 обновлений,3
KZT_RUB,2019-08-23,3932,Смена направления,2
KZT_RUB,2019-08-29,3936,Смена направления,2
KZT_RUB,2019-09-11,3945,Необычное движение за 5 обновлений,3
KZT_RUB,2019-09-28,3958,Смена направления,2
KZT_RUB,2019-10-02,3960,Необычное движение за 5 обновлений,3
KZT_RUB,2019-10-08,3964,Смена направления,2
KZT_RUB,2019-11-06,3984,Рывок после спокойного периода,1
KZT_RUB,2019-12-06,4006,Смена направления,2
KZT_RUB,2019-12-14,4012,Необычное движение за 5 обновлений,3
KZT_RUB,2020-01-14,4027,Необычное движение за 5 обновлений,3
KZT_RUB,2020-01-21,4032,Необычное движение за 5 обновлений,3
KZT_RUB,2020-01-29,4038,Рывок после спокойного периода,1
KZT_RUB,2020-02-07,4045,Смена направления,2
KZT_RUB,2020-02-12,4048,Смена направления,2
KZT_RUB,2020-02-22,4056,Необычное движение за 5 обновлений,3
KZT_RUB,2020-03-05,4063,Смена направления,2
KZT_RUB,2020-03-11,4066,Смена направления,2
KZT_RUB,2020-03-17,4070,Смена направления,2
KZT_RUB,2020-03-27,4078,Смена направления,2
KZT_RUB,2020-04-07,4080,Необычное движение за 5 обновлений,3
KZT_RUB,2020-04-17,4088,Смена направления,2
KZT_RUB,2020-04-25,4094,Смена направления,2
KZT_RUB,2020-05-07,4099,Смена направления,2
KZT_RUB,2020-05-22,4109,Рывок после спокойного периода,1
KZT_RUB,2020-07-10,4143,Смена направления,2
KZT_RUB,2020-07-14,4145,Необычное движение за 5 обновлений,3
KZT_RUB,2020-07-29,4156,Смена направления,2
KZT_RUB,2020-08-04,4160,Необычное движение за 5 обновлений,3
KZT_RUB,2020-08-22,4174,Необычное движение за 5 обновлений,3
KZT_RUB,2020-09-01,4180,Смена направления,2
KZT_RUB,2020-09-08,4185,Необычное движение за 5 обновлений,3
KZT_RUB,2020-09-18,4193,Смена направления,2
KZT_RUB,2020-09-30,4201,Необычное движение за 5 обновлений,3
KZT_RUB,2020-10-07,4206,Смена направления,2
KZT_RUB,2020-10-27,4220,Необычное движение за 5 обновлений,3
KZT_RUB,2020-11-07,4228,Смена направления,2
KZT_RUB,2020-12-05,4248,Смена направления,2
KZT_RUB,2020-12-09,4250,Необычное движение за 5 обновлений,3
KZT_RUB,2020-12-22,4259,Необычное движение за 5 обновлений,3
KZT_RUB,2020-12-30,4265,Необычное движение за 5 обновлений,3
KZT_RUB,2021-01-12,4268,Рывок после спокойного периода,1
KZT_RUB,2021-01-23,4277,Рывок после спокойного периода,1
KZT_RUB,2021-01-29,4281,Необычное движение за 5 обновлений,3
KZT_RUB,2021-02-10,4289,Смена направления,2
KZT_RUB,2021-02-27,4301,Рывок после спокойного периода,1
KZT_RUB,2021-03-04,4304,Смена направления,2
KZT_RUB,2021-03-10,4307,Смена направления,2
KZT_RUB,2021-03-17,4312,Необычное движение за 5 обновлений,3
KZT_RUB,2021-03-24,4317,Необычное движение за 5 обновлений,3
KZT_RUB,2021-03-30,4321,Смена направления,2
