date,comparison_date,corridor,rate,ret_5,movement_abs,historical_percentile_floor,calendar_span_days,direction,movement_context,broad_rub_return_5,corridor_specific_return_5,same_day_main_proxy,push_example
2023-10-25,2023-10-18,KZT_RUB,0.195339,-0.043548300225722536,0.043548300225722536,0.03634297640037041,7,рубль укрепился,общее движение рубля,-0.03650505964965863,-0.007043240576063904,False,"С 18.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2023-11-21,2023-11-14,KZT_RUB,0.191222,-0.028718584286555937,0.028718584286555937,0.027426856775204202,7,рубль укрепился,общее движение рубля,-0.02708567182734419,-0.0016329124592117487,False,"С 14.11 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2023-12-05,2023-11-28,KZT_RUB,0.197051,0.028723720823392584,0.028723720823392584,0.028033224976989103,7,валюта получателя укрепилась,общее движение рубля,0.020482110478270792,0.008241610345121792,False,"С 28.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-01-27,2024-01-20,KZT_RUB,0.200695,0.023531091742698296,0.023531091742698296,0.02220337926962597,7,валюта получателя укрепилась,выделяется валюта получателя,0.010478159597287817,0.013052932145410479,False,С 20.01 казахстанский тенге заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-02-17,2024-02-10,KZT_RUB,0.206555,0.023431074291716536,0.023431074291716536,0.021541262673467364,7,валюта получателя укрепилась,общее движение рубля,0.01624901414061523,0.007182060151101306,False,"С 10.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-05-18,2024-05-09,KZT_RUB,0.206049,-0.013935614779791439,0.013935614779791439,0.012080894500761065,9,рубль укрепился,смешанное движение,-0.004898422811133026,-0.009037191968658414,False,С 09.05 рубль заметно укрепился к казахстанскому тенге. Проверьте актуальные условия перевода.
2024-05-25,2024-05-18,KZT_RUB,0.202475,-0.01734538871821767,0.01734538871821767,0.01335851642810333,7,рубль укрепился,общее движение рубля,-0.01688540757255208,-0.0004599811456655889,False,"С 18.05 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-06-06,2024-05-30,KZT_RUB,0.198084,-0.02002166911557357,0.02002166911557357,0.012360970784525053,7,рубль укрепился,выделяется валюта получателя,-0.00484061818131835,-0.01518105093425522,False,С 30.05 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-06-14,2024-06-06,KZT_RUB,0.19525,-0.014307061650612907,0.014307061650612907,0.01375874095809766,8,рубль укрепился,общее движение рубля,-0.01258926024229338,-0.0017178014083195272,False,"С 06.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-06-19,2024-06-11,KZT_RUB,0.192165,-0.03399722512667891,0.03399722512667891,0.01375874095809766,8,рубль укрепился,общее движение рубля,-0.027073050842527424,-0.006924174284151485,True,"С 11.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-06-29,2024-06-22,KZT_RUB,0.184198,-0.03754251945052589,0.03754251945052589,0.019730525667655898,7,рубль укрепился,общее движение рубля,-0.02789878745809297,-0.00964373199243292,False,"С 22.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-07-26,2024-07-19,KZT_RUB,0.180156,-0.026536335489309226,0.026536335489309226,0.019890390824061945,7,рубль укрепился,общее движение рубля,-0.02733291074814907,0.0007965752588398427,False,"С 19.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-08-07,2024-07-31,KZT_RUB,0.178486,-0.021479792109822204,0.021479792109822204,0.020612190335761362,7,рубль укрепился,выделяется валюта получателя,-0.006804125955418201,-0.014675666154404004,False,С 31.07 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-08-22,2024-08-15,KZT_RUB,0.192291,0.024295530815532818,0.024295530815532818,0.023926281872578038,7,валюта получателя укрепилась,общее движение рубля,0.01564694328962483,0.008648587525907987,False,"С 15.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-09-04,2024-08-28,KZT_RUB,0.18364,-0.029109788205936238,0.029109788205936238,0.02707161986500411,7,рубль укрепился,общее движение рубля,-0.014857391084640756,-0.014252397121295482,True,"С 28.08 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-09-11,2024-09-04,KZT_RUB,0.190258,0.036037900239599185,0.036037900239599185,0.02938685913086401,7,валюта получателя укрепилась,общее движение рубля,0.03465666457655018,0.001381235663049006,False,"С 04.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-10-08,2024-10-01,KZT_RUB,0.199371,0.024911965043053597,0.024911965043053597,0.02437752395293007,7,валюта получателя укрепилась,общее движение рубля,0.021624978500771903,0.003286986542281694,False,"С 01.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-11-16,2024-11-09,KZT_RUB,0.202485,0.018741195411551725,0.018741195411551725,0.0183082311120566,7,валюта получателя укрепилась,общее движение рубля,0.013213194471273596,0.00552800094027813,False,"С 09.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-11-23,2024-11-16,KZT_RUB,0.207279,0.02367582783909916,0.02367582783909916,0.018014918583584554,7,валюта получателя укрепилась,общее движение рубля,0.01748078073664794,0.006195047102451223,False,"С 16.11 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-12-04,2024-11-27,KZT_RUB,0.202424,-0.039501966794623034,0.039501966794623034,0.02057970447782483,7,рубль укрепился,выделяется валюта получателя,0.010708791696635522,-0.050210758491258556,False,С 27.11 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-12-14,2024-12-07,KZT_RUB,0.197798,0.04378341011393072,0.04378341011393072,0.022890462838649442,7,валюта получателя укрепилась,общее движение рубля,0.032049318439024775,0.011734091674905946,False,"С 07.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2024-12-19,2024-12-12,KZT_RUB,0.195891,-0.03629672994898381,0.03629672994898381,0.02392305527989005,7,рубль укрепился,выделяется валюта получателя,0.003595400449345587,-0.039892130398329395,False,С 12.12 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2024-12-25,2024-12-18,KZT_RUB,0.190699,-0.03261823475997949,0.03261823475997949,0.026166974713967048,7,рубль укрепился,общее движение рубля,-0.029905191098028434,-0.0027130436619510583,False,"С 18.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-01-22,2025-01-15,KZT_RUB,0.188547,-0.03661483907558516,0.03661483907558516,0.03147325767009251,7,рубль укрепился,общее движение рубля,-0.025665083078708257,-0.010949755996876902,False,"С 15.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-02-15,2025-02-08,KZT_RUB,0.181389,-0.039110673193058276,0.039110673193058276,0.03407580903528157,7,рубль укрепился,выделяется валюта получателя,-0.06663962429248327,0.027528951099424992,False,С 08.02 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-02-25,2025-02-18,KZT_RUB,0.175546,-0.04910840032067254,0.04910840032067254,0.03636035177430408,7,рубль укрепился,общее движение рубля,-0.034686006217610234,-0.014422394103062307,False,"С 18.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-03-05,2025-02-26,KZT_RUB,0.178808,0.03796410244502746,0.03796410244502746,0.03636035177430408,7,валюта получателя укрепилась,общее движение рубля,0.031943077919349395,0.006021024525678063,False,"С 26.02 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-03-15,2025-03-08,KZT_RUB,0.17277,-0.03871405679693751,0.03871405679693751,0.03223033300331015,7,рубль укрепился,общее движение рубля,-0.03602397928729506,-0.0026900775096424523,True,"С 08.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-04-15,2025-04-08,KZT_RUB,0.160732,-0.059469264753210904,0.059469264753210904,0.036884691749473626,7,рубль укрепился,выделяется валюта получателя,-0.029626760399340573,-0.02984250435387033,False,С 08.04 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-06-21,2025-06-12,KZT_RUB,0.151095,-0.02763387369762338,0.02763387369762338,0.025329762483922314,9,рубль укрепился,выделяется валюта получателя,-0.0025402658445034345,-0.025093607853119943,False,С 12.06 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-06-25,2025-06-18,KZT_RUB,0.149752,-0.025083818886103892,0.025083818886103892,0.02348179057172511,7,рубль укрепился,выделяется валюта получателя,0.0035985316695094824,-0.028682350555613374,False,С 18.06 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-07-19,2025-07-12,KZT_RUB,0.147,-0.02168921661930412,0.02168921661930412,0.019422584975926527,7,рубль укрепился,выделяется валюта получателя,0.003300966216749468,-0.024990182836053587,False,С 12.07 рубль заметно укрепился к казахстанскому тенге; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-07-30,2025-07-23,KZT_RUB,0.151851,0.02955414530957623,0.02955414530957623,0.01681201749656312,7,валюта получателя укрепилась,выделяется валюта получателя,0.04599401125696145,-0.016439865947385224,False,С 23.07 казахстанский тенге заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2025-08-06,2025-07-30,KZT_RUB,0.147741,-0.02706600549222593,0.02706600549222593,0.016473481232662818,7,рубль укрепился,общее движение рубля,-0.0269649491226418,-0.00010105636958412934,False,"С 30.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-09-09,2025-09-02,KZT_RUB,0.153073,0.024989788470681118,0.024989788470681118,0.014198357680083463,7,валюта получателя укрепилась,общее движение рубля,0.021946364259486744,0.003043424211194374,False,"С 02.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-09-17,2025-09-10,KZT_RUB,0.153065,-0.01601352567564085,0.01601352567564085,0.01494458623069979,7,рубль укрепился,смешанное движение,-0.004629661421369853,-0.011383864254270997,False,С 10.09 рубль заметно укрепился к казахстанскому тенге. Проверьте актуальные условия перевода.
2025-09-30,2025-09-23,KZT_RUB,0.152257,-0.019265948675667333,0.019265948675667333,0.017175595108557765,7,рубль укрепился,общее движение рубля,-0.014440337931357053,-0.004825610744310279,False,"С 23.09 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-10-16,2025-10-09,KZT_RUB,0.146369,-0.02783607863974491,0.02783607863974491,0.02403382285901841,7,рубль укрепился,общее движение рубля,-0.03191702300717292,0.004080944367428008,False,"С 09.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-10-23,2025-10-16,KZT_RUB,0.151617,0.035854586695270196,0.035854586695270196,0.025405031874990085,7,валюта получателя укрепилась,общее движение рубля,0.035991701257950405,-0.00013711456268020866,False,"С 16.10 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-10-28,2025-10-21,KZT_RUB,0.146776,-0.032439665912971316,0.032439665912971316,0.02767664037393096,7,рубль укрепился,общее движение рубля,-0.02655341585566769,-0.005886250057303626,True,"С 21.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-12-20,2025-12-13,KZT_RUB,0.157184,0.02520219149491254,0.02520219149491254,0.02485541273972488,7,валюта получателя укрепилась,общее движение рубля,0.012667777661556986,0.012534413833355554,False,"С 13.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2025-12-27,2025-12-20,KZT_RUB,0.151503,-0.036142355456025954,0.036142355456025954,0.02436060230410613,7,рубль укрепился,общее движение рубля,-0.035857985447986275,-0.0002843700080396791,True,"С 20.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-01-23,2026-01-16,KZT_RUB,0.150066,-0.02457636482999348,0.02457636482999348,0.020848487168374934,7,рубль укрепился,общее движение рубля,-0.03268069652005445,0.008104331690060973,True,"С 16.01 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-02-07,2026-01-31,KZT_RUB,0.155633,0.034030735295094594,0.034030735295094594,0.018234749923674933,7,валюта получателя укрепилась,смешанное движение,0.01521655854308516,0.018814176752009436,False,С 31.01 Казахстанский тенге заметно укрепился к рублю. Проверьте актуальные условия перевода.
2026-03-07,2026-02-28,KZT_RUB,0.160431,0.04170562568178271,0.04170562568178271,0.017416221322915783,7,валюта получателя укрепилась,выделяется валюта получателя,0.01592967904696437,0.02577594663481834,False,С 28.02 казахстанский тенге заметно укрепился к рублю; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2026-03-26,2026-03-19,KZT_RUB,0.167353,-0.035612822921288645,0.035612822921288645,0.02845762125043101,7,рубль укрепился,общее движение рубля,-0.024244487569863304,-0.01136833535142534,False,"С 19.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-04-10,2026-04-03,KZT_RUB,0.16376,-0.03152167484771429,0.03152167484771429,0.03102166620363656,7,рубль укрепился,общее движение рубля,-0.024447306032571503,-0.007074368815142784,True,"С 03.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-05-16,2026-05-08,KZT_RUB,0.154264,-0.04199321848645554,0.04199321848645554,0.0346005092442407,8,рубль укрепился,общее движение рубля,-0.02420124460066686,-0.01779197388578868,False,"С 08.05 рубль заметно укрепился сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-06-24,2026-06-17,KZT_RUB,0.153221,0.04365446966188058,0.04365446966188058,0.03186834473751899,7,валюта получателя укрепилась,общее движение рубля,0.028832917779415396,0.014821551882465183,False,"С 17.06 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-08-07,2026-07-31,KZT_RUB,0.173263,0.03529601567915108,0.03529601567915108,0.035122636772174115,7,валюта получателя укрепилась,общее движение рубля,0.025028687823899814,0.010267327855251269,False,"С 31.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-08-13,2026-08-06,KZT_RUB,0.178206,0.039295961928756284,0.039295961928756284,0.03568954853542663,7,валюта получателя укрепилась,общее движение рубля,0.026403432390164,0.012892529538592285,False,"С 06.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-08-18,2026-08-11,KZT_RUB,0.183211,0.042250716788786224,0.042250716788786224,0.035357319744689655,7,валюта получателя укрепилась,общее движение рубля,0.030525158724035977,0.011725558064750247,False,"С 11.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2026-08-28,2026-08-21,KZT_RUB,0.187317,0.038711072664360024,0.038711072664360024,0.03840810768602179,7,валюта получателя укрепилась,общее движение рубля,0.03244711618594417,0.006263956478415857,False,"С 21.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к казахстанскому тенге. Проверьте актуальные условия перевода."
2019-02-22,2019-02-15,TJS_RUB,6.94649,-0.015591276707607626,0.015591276707607626,0.009090024660234453,7,рубль укрепился,общее движение рубля,-0.010475369869659431,-0.005115906837948195,True,"С 15.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-03-19,2019-03-12,TJS_RUB,6.854200000000001,-0.021292758291781455,0.021292758291781455,0.009304065314322197,7,рубль укрепился,общее движение рубля,-0.017680761117962723,-0.0036119971738187324,False,"С 12.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-03-29,2019-03-22,TJS_RUB,6.86635,0.01686493979240189,0.01686493979240189,0.010380492950531454,7,валюта получателя укрепилась,смешанное движение,0.009472610319624541,0.007392329472777348,False,С 22.03 Таджикский сомони заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-04-12,2019-04-05,TJS_RUB,6.82917,-0.014221190613321277,0.014221190613321277,0.012046600091417451,7,рубль укрепился,общее движение рубля,-0.012880133409890138,-0.0013410572034311397,False,"С 05.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-04-16,2019-04-09,TJS_RUB,6.81303,-0.01687736923141292,0.01687736923141292,0.013312185730996021,7,рубль укрепился,общее движение рубля,-0.013560398671959795,-0.003316970559453125,True,"С 09.04 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-05-07,2019-04-25,TJS_RUB,6.92475,0.020640528482426035,0.020640528482426035,0.014372532779071913,12,валюта получателя укрепилась,общее движение рубля,0.018159774791358812,0.002480753691067223,False,"С 25.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-06-04,2019-05-28,TJS_RUB,6.95172,0.017465337897865973,0.017465337897865973,0.01421012518165743,7,валюта получателя укрепилась,общее движение рубля,0.015424642226122979,0.002040695671742995,False,"С 28.05 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-06-21,2019-06-14,TJS_RUB,6.7143,-0.02035510176091848,0.02035510176091848,0.01355558852130039,7,рубль укрепился,общее движение рубля,-0.016120011831080323,-0.004235089929838159,False,"С 14.06 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-07-09,2019-07-02,TJS_RUB,6.77305,0.014193816952319915,0.014193816952319915,0.013340083965220862,7,валюта получателя укрепилась,смешанное движение,0.008347358802753316,0.005846458149566599,False,С 02.07 Таджикский сомони заметно укрепился к рублю. Проверьте актуальные условия перевода.
2019-07-16,2019-07-09,TJS_RUB,6.66257,-0.01631170595226672,0.01631170595226672,0.013340083965220862,7,рубль укрепился,общее движение рубля,-0.014641894077664475,-0.001669811874602245,True,"С 09.07 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-08-03,2019-07-27,TJS_RUB,6.847849999999999,0.024208830704203876,0.024208830704203876,0.01220067293549745,7,валюта получателя укрепилась,общее движение рубля,0.019637881612751373,0.004570949091452503,False,"С 27.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-08-20,2019-08-13,TJS_RUB,7.06344,0.019193641943778372,0.019193641943778372,0.015219679508475695,7,валюта получателя укрепилась,общее движение рубля,0.01689792258189556,0.0022957193618828135,False,"С 13.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-09-11,2019-09-04,TJS_RUB,6.753279999999999,-0.021939905311835428,0.021939905311835428,0.01929569638145663,7,рубль укрепился,общее движение рубля,-0.015357769795112977,-0.006582135516722451,False,"С 04.09 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-10-02,2019-09-25,TJS_RUB,6.71486,0.021363133726068018,0.021363133726068018,0.019382882186561704,7,валюта получателя укрепилась,общее движение рубля,0.016234411481376314,0.005128722244691703,False,"С 25.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-12-14,2019-12-07,TJS_RUB,6.46156,-0.018371467332270797,0.018371467332270797,0.0097437719033314,7,рубль укрепился,общее движение рубля,-0.014088868537303623,-0.004282598794967174,False,"С 07.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2019-12-26,2019-12-19,TJS_RUB,6.365930000000001,-0.015252462282640655,0.015252462282640655,0.00976844999719786,7,рубль укрепился,общее движение рубля,-0.014578500704061007,-0.0006739615785796484,False,"С 19.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-01-14,2019-12-28,TJS_RUB,6.284470000000001,-0.017740001906854763,0.017740001906854763,0.0097437719033314,17,рубль укрепился,общее движение рубля,-0.012552508826991216,-0.005187493079863548,False,"С 28.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-01-28,2020-01-21,TJS_RUB,6.42991,0.01407102381601999,0.01407102381601999,0.009541086300979142,7,валюта получателя укрепилась,смешанное движение,0.008557308283967687,0.005513715532052302,False,С 21.01 Таджикский сомони заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-02-06,2020-01-30,TJS_RUB,6.514279999999999,0.01220057926336593,0.01220057926336593,0.010626918809523878,7,валюта получателя укрепилась,общее движение рубля,0.010474177912470331,0.001726401350895598,False,"С 30.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-02-14,2020-02-07,TJS_RUB,6.560250000000001,0.01279062586840407,0.01279062586840407,0.012499358130750208,7,валюта получателя укрепилась,смешанное движение,0.008503513427929063,0.004287112440475008,False,С 07.02 Таджикский сомони заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-02-22,2020-02-15,TJS_RUB,6.63394,0.013759378963615232,0.013759378963615232,0.01297139541478072,7,валюта получателя укрепилась,смешанное движение,0.009234874579566362,0.0045245043840488695,False,С 15.02 Таджикский сомони заметно укрепился к рублю. Проверьте актуальные условия перевода.
2020-03-11,2020-03-03,TJS_RUB,7.43249,0.08471833041447763,0.08471833041447763,0.01567120075348705,8,валюта получателя укрепилась,общее движение рубля,0.09606056793385183,-0.011342237519374201,False,"С 03.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-03-19,2020-03-12,TJS_RUB,7.93027,0.07416788685997422,0.07416788685997422,0.022138710495706933,7,валюта получателя укрепилась,общее движение рубля,0.06562767977010779,0.008540207089866428,False,"С 12.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-03-26,2020-03-19,TJS_RUB,7.63049,-0.03780199160936515,0.03780199160936515,0.0283749207789228,7,рубль укрепился,выделяется валюта получателя,-0.0014509992749775307,-0.03635099233438762,False,С 19.03 рубль заметно укрепился к таджикскому сомони; по другим валютам движение было слабее. Проверьте актуальные условия перевода.
2020-04-10,2020-03-27,TJS_RUB,7.289199999999999,-0.05507973072650196,0.05507973072650196,0.048754190549963966,14,рубль укрепился,общее движение рубля,-0.05216552319178528,-0.0029142075347166826,True,"С 27.03 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-07-31,2020-07-24,TJS_RUB,7.114019999999999,0.03332364988525094,0.03332364988525094,0.020921935565063596,7,валюта получателя укрепилась,общее движение рубля,0.038602318667730375,-0.005278668782479436,False,"С 24.07 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-08-27,2020-08-20,TJS_RUB,7.32311,0.03163608291282438,0.03163608291282438,0.020921935565063596,7,валюта получателя укрепилась,общее движение рубля,0.028791957557997794,0.0028441253548265877,False,"С 20.08 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-09-03,2020-08-27,TJS_RUB,7.158589999999999,-0.022465864912585065,0.022465864912585065,0.019842122256865748,7,рубль укрепился,общее движение рубля,-0.017216052017610856,-0.005249812894974209,False,"С 27.08 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-09-08,2020-09-01,TJS_RUB,7.321160000000001,0.023470384872932293,0.023470384872932293,0.019856483280150484,7,валюта получателя укрепилась,общее движение рубля,0.023566510043076933,-9.612517014464042e-05,False,"С 01.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-09-25,2020-09-18,TJS_RUB,7.478489999999999,0.026383942357179446,0.026383942357179446,0.019856483280150484,7,валюта получателя укрепилась,общее движение рубля,0.019755666616758056,0.00662827574042139,False,"С 18.09 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-10-27,2020-10-20,TJS_RUB,7.39664,-0.020413785065913737,0.020413785065913737,0.019919080921080967,7,рубль укрепился,общее движение рубля,-0.01606212992561133,-0.004351655140302408,False,"С 20.10 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-12-08,2020-12-01,TJS_RUB,6.554900000000001,-0.025580572560049086,0.025580572560049086,0.023940627283737213,7,рубль укрепился,общее движение рубля,-0.019338632899053205,-0.0062419396609958815,False,"С 01.12 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2020-12-24,2020-12-17,TJS_RUB,6.662879999999999,0.027744828405323885,0.027744828405323885,0.026380269523659978,7,валюта получателя укрепилась,общее движение рубля,0.0283727930728086,-0.000627964667484715,False,"С 17.12 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2021-01-27,2021-01-20,TJS_RUB,6.637600000000001,0.02592320104855106,0.02592320104855106,0.025650387944234333,7,валюта получателя укрепилась,общее движение рубля,0.02714315994420639,-0.0012199588956553313,False,"С 20.01 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2021-02-10,2021-02-03,TJS_RUB,6.50454,-0.023527080462254935,0.023527080462254935,0.023496548702768433,7,рубль укрепился,общее движение рубля,-0.02274047295254637,-0.0007866075097085652,False,"С 03.02 рубль заметно укрепился сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2021-03-24,2021-03-17,TJS_RUB,6.61039,0.032394342000665155,0.032394342000665155,0.021476149965489636,7,валюта получателя укрепилась,общее движение рубля,0.03201124214670744,0.0003830998539577149,False,"С 17.03 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
2021-04-08,2021-04-01,TJS_RUB,6.821,0.028236170215973244,0.028236170215973244,0.017697760496408723,7,валюта получателя укрепилась,общее движение рубля,0.032790643428608046,-0.004554473212634802,False,"С 01.04 рубль заметно ослаб сразу к нескольким валютам, в том числе к таджикскому сомони. Проверьте актуальные условия перевода."
